publisher,doi,journal,eissn,issn,url,date_published,corr_author_org,oa_type,license,apc_currency,apc,apc_date_paid,source_file,Online Publication Date,Corresponding Author Email Domain,Journal Status
taylorandfrancis,10.1080/23801883.2019.1699332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17406315.2019.1699736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17535069.2019.1699596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14017431.2019.1699248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13683500.2019.1696758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14759551.2019.1699093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504622.2019.1698714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08038740.2019.1698653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2019.1698649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13603116.2019.1698064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17457823.2019.1698309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10871209.2019.1698081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13552600.2019.1697831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01634372.2019.1687633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/04353684.2019.1697939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2019.1697741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03004430.2019.1697693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14664208.2019.1697556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13668803.2019.1697644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09687637.2019.1697208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1070289X.2019.1697534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08037051.2019.1697177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2019.1697742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2019.1697747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17430437.2020.1696537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10476210.2019.1696294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00218464.2019.1696678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691457.2019.1696755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10826084.2019.1696823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14616688.2019.1696882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17430437.2020.1696540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17430437.2020.1696527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13683500.2019.1696285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09687599.2019.1691978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14015439.2019.1695929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01942638.2019.1695698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11038128.2019.1695933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19407963.2019.1695346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00016357.2019.1690677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2019.1691258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09636412.2020.1693617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00207454.2019.1694020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13625187.2019.1695117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01612840.2019.1695029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15732479.2019.1687528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1463922X.2019.1694728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0965254X.2019.1694567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14759551.2019.1694928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/20780389.2019.1694408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2019.1694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08874417.2019.1693936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23324309.2019.1694542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13573322.2019.1694504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09589236.2019.1693986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21515581.2019.1692664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2019.1694056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07900627.2019.1693983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13670050.2019.1693956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2000656X.2019.1693392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17482798.2019.1693409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11038128.2019.1693626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0020739X.2019.1682699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17547075.2020.1688053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0966369X.2019.1693339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17442222.2020.1691795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07380577.2019.1692269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1081602X.2019.1692054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504509.2019.1692316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02827581.2019.1691645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13811118.2019.1691692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02601370.2019.1691667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23340460.2019.1691932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03610926.2019.1691733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00927872.2019.1691568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03468755.2019.1692067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10407413.2019.1689821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2019.1690559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14787210.2019.1689818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10803548.2019.1688018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/24732850.2019.1689782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09500693.2019.1689585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593969.2019.1687103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00076791.2019.1679768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09640568.2019.1688651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365513.2019.1689429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00913847.2019.1684811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17457823.2019.1689518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01973533.2019.1689364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21645515.2019.1688043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10407782.2019.1688049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13688804.2019.1688142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2000656X.2019.1688165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03075079.2019.1688280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09584935.2019.1686750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0023656X.2019.1681644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00981389.2019.1679322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23340460.2019.1681014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08940886.2019.1680215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1034912X.2019.1679724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19463014.2019.1686998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23802014.2019.1687012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1046560X.2019.1688533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03075079.2019.1688285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0020739X.2019.1688406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03009734.2019.1688433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02699206.2019.1687757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00141844.2019.1687553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07399332.2019.1687707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13573322.2019.1687442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21622671.2019.1687326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15210960.2019.1685389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10402004.2019.1686194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23802014.2019.1675533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09018328.2019.1686285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14729679.2019.1686039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0267257X.2019.1686050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15592324.2019.1685147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09064710.2019.1686164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2019.1686535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02680939.2019.1686540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21670811.2019.1685899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10503307.2019.1686190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14036096.2019.1686061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10439463.2019.1685514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13538322.2019.1684653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13604813.2019.1684076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1088937X.2019.1679270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10640266.2019.1678980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00016357.2019.1685679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14029251.2020.1683978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15389588.2019.1685090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2019.1684983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/18626033.2019.1673587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15309576.2019.1684328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17483107.2019.1685017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14017431.2019.1685126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593985.2019.1685034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09644016.2019.1684738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08995605.2019.1670583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23723556.2019.1684129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14656566.2019.1684473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00472778.2019.1683354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14017431.2019.1684553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14659891.2019.1684583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14606925.2019.1684730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19012276.2019.1682646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02699052.2019.1683898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02763893.2019.1683671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23303131.2019.1683667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15623599.2019.1683692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13573322.2019.1683535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504851.2019.1683141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00324728.2019.1683219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/04353684.2019.1682939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00036846.2019.1683149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23744235.2019.1682188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17439884.2020.1683748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03003930.2019.1682557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14763141.2019.1683221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23744235.2019.1682658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593969.2019.1683052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14680629.2019.1683061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21681805.2019.1681505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0267257X.2019.1682031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1034912X.2019.1681377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15283488.2019.1681997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00220272.2019.1682055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17476933.2019.1681414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17430437.2019.1681404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17449057.2019.1676536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2578983X.2019.1680169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365513.2019.1681028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17467586.2019.1680855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08003831.2019.1681225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14992027.2019.1671616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2019.1680418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19439342.2019.1679859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504630.2019.1679620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13660691.2019.1680149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13636820.2019.1680570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17457300.2019.1680566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13629395.2019.1680218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03091929.2019.1676894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03091929.2019.1668382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23744235.2019.1679388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00102202.2019.1679550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14017431.2019.1679387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01425692.2019.1665498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09668136.2019.1679091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1369183X.2019.1679413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21622671.2019.1675531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504622.2019.1675595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15732479.2019.1679193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15377857.2019.1678904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23802014.2019.1678399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13537113.2019.1678305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00102202.2019.1678962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1350293X.2019.1678923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
