doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s12975-017-0523-9	lu	Translational Stroke Research	Biomedicine	1868-4483	1868-601X	2017	Springer
10.1007/s00253-017-8185-9	slu	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2017	Springer
10.1007/s10552-017-0859-1	lu	Cancer Causes & Control	Biomedicine	0957-5243	1573-7225	2017	Springer
10.1007/s10854-017-6463-z	uu	Journal of Materials Science: Materials in Electronics	Materials Science	0957-4522	1573-482X	2017	Springer
10.1007/s00520-017-3634-7	liu	Supportive Care in Cancer	Medicine & Public Health	0941-4355	1433-7339	2017	Springer
10.3758/s13428-017-0863-0	lu	Behavior Research Methods	Psychology		1554-3528	2017	Springer
10.1007/s10897-017-0078-7	gu	Journal of Genetic Counseling	Biomedicine	1059-7700	1573-3599	2017	Springer
10.1007/s00134-017-4708-1	uu	Intensive Care Medicine	Medicine & Public Health	0342-4642	1432-1238	2017	Springer
10.1007/s12161-017-0830-5	lu	Food Analytical Methods	Chemistry	1936-9751	1936-976X	2017	Springer
10.1007/s11695-017-2576-y	ki	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s11897-017-0324-1	liu	Current Heart Failure Reports	Medicine & Public Health	1546-9530	1546-9549	2017	Springer
10.1007/s00348-017-2301-6	kth	Experiments in Fluids	Engineering	0723-4864	1432-1114	2017	Springer
10.1007/s10728-017-0342-x	liu	Health Care Analysis	Medicine & Public Health	1065-3058	1573-3394	2017	Springer
10.1007/s00464-017-5441-0	gu	Surgical Endoscopy	Medicine & Public Health	0930-2794	1432-2218	2017	Springer
10.1007/s12529-017-9641-8	lu	International Journal of Behavioral Medicine	Medicine & Public Health	1070-5503	1532-7558	2017	Springer
10.1007/s11406-016-9791-y	sh	Philosophia	Philosophy	0048-3893	1574-9274	2017	Springer
10.1007/s10021-017-0108-1	umu	Ecosystems	Life Sciences	1432-9840	1435-0629	2017	Springer
10.1007/s10029-017-1585-z	umu	Hernia	Medicine & Public Health	1265-4906	1248-9204	2017	Springer
10.1007/s00216-017-0243-8	umu	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2017	Springer
10.1007/s00702-017-1685-z	gu	Journal of Neural Transmission	Medicine & Public Health	0300-9564	1435-1463	2017	Springer
10.1007/s10640-017-0117-8	gu	Environmental and Resource Economics	Economics	0924-6460	1573-1502	2017	Springer
10.1007/s11557-017-1281-5	miu	Mycological Progress	Life Sciences	1617-416X	1861-8952	2017	Springer
10.1007/s10531-017-1301-4	slu	Biodiversity and Conservation	Life Sciences	0960-3115	1572-9710	2017	Springer
10.1007/s11241-017-9268-5	mdh	Real-Time Systems	Computer Science	0922-6443	1573-1383	2017	Springer
10.1007/s00606-017-1389-8	nrm	Plant Systematics and Evolution	Life Sciences	0378-2697	2199-6881	2017	Springer
10.1007/s12529-016-9629-9	ki	International Journal of Behavioral Medicine	Medicine & Public Health	1070-5503	1532-7558	2017	Springer
10.1007/s12652-017-0457-9	his	Journal of Ambient Intelligence and Humanized Computing	Engineering	1868-5137	1868-5145	2017	Springer
10.1007/s10928-017-9508-2	uu	Journal of Pharmacokinetics and Pharmacodynamics	Biomedicine	1567-567X	1573-8744	2017	Springer
10.1007/s10921-017-0397-5	cth	Journal of Nondestructive Evaluation	Engineering	0195-9298	1573-4862	2017	Springer
10.1007/s11999-017-5250-8	ki	Clinical Orthopaedics and Related ResearchXXX	Medicine & Public Health	0009-921X	1528-1132	2017	Springer
10.1007/s12369-017-0396-9	lu	International Journal of Social Robotics	Engineering	1875-4791	1875-4805	2017	Springer
10.1007/s11663-017-0944-6	ltu	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s11517-017-1631-0	uu	Medical & Biological Engineering & Computing	Biomedicine	0140-0118	1741-0444	2017	Springer
10.1007/s00726-017-2391-8	uu	Amino Acids	Life Sciences	0939-4451	1438-2199	2017	Springer
10.1007/s00262-017-1962-6	lu	"Cancer Immunology, Immunotherapy"	Medicine & Public Health	0340-7004	1432-0851	2017	Springer
10.1007/s10008-017-3518-2	cth	Journal of Solid State Electrochemistry	Chemistry	1432-8488	1433-0768	2017	Springer
10.1007/s00113-017-0331-4	gu	Der Unfallchirurg	Medicine & Public Health	0177-5537	1433-044X	2017	Springer
10.1007/s11940-017-0439-4	ki	Current Treatment Options in Neurology	Medicine & Public Health	1092-8480	1534-3138	2017	Springer
10.1007/s10570-017-1211-3	su	Cellulose	Chemistry	0969-0239	1572-882X	2017	Springer
10.1007/s11306-017-1174-2	umu	Metabolomics	Life Sciences	1573-3882	1573-3890	2017	Springer
10.1007/s13158-017-0182-8	liu	International Journal of Early Childhood	Education	0020-7187	1878-4658	2017	Springer
10.1007/s00894-017-3234-y	kth	Journal of Molecular Modeling	Chemistry	1610-2940	0948-5023	2017	Springer
10.1208/s12248-017-0058-8	uu	The AAPS Journal	Biomedicine		1550-7416	2017	Springer
10.1007/s13165-017-0178-6	slu	Organic Agriculture	Life Sciences	1879-4238	1879-4246	2017	Springer
10.1007/s11663-017-0926-8	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s11695-017-2574-0	uu	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s00009-017-0872-3	ltu	Mediterranean Journal of Mathematics	Mathematics	1660-5446	1660-5454	2017	Springer
10.1007/s00018-017-2494-0	lu	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2017	Springer
10.1007/s00018-017-2498-9	su	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2017	Springer
10.1007/s00018-017-2503-3	su	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2017	Springer
10.1007/s00020-017-2357-y	su	Integral Equations and Operator Theory	Mathematics	0378-620X	1420-8989	2017	Springer
10.1007/s00039-017-0400-4	lu	Geometric and Functional Analysis	Mathematics	1016-443X	1420-8970	2017	Springer
10.1007/s00041-017-9533-y	lu	Journal of Fourier Analysis and Applications	Mathematics	1069-5869	1531-5851	2017	Springer
10.1007/s00048-017-0160-0	kth	"NTM Zeitschrift fXXXr Geschichte der Wissenschaften, Technik und Medizin"	History	0036-6978	1420-9144	2017	Springer
10.1007/s00066-017-1106-0	cth	Strahlentherapie und Onkologie	Medicine & Public Health	0179-7158	1439-099X	2017	Springer
10.1007/s00068-017-0778-6	gu	European Journal of Trauma and Emergency Surgery	Medicine & Public Health	1863-9933	1863-9941	2017	Springer
10.1007/s00068-017-0779-5	oru	European Journal of Trauma and Emergency Surgery	Medicine & Public Health	1863-9933	1863-9941	2017	Springer
10.1007/s00125-017-4263-x	liu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2017	Springer
10.1007/s00134-017-4773-5	ki	Intensive Care Medicine	Medicine & Public Health	0342-4642	1432-1238	2017	Springer
10.1007/s00158-017-1679-3	oru	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2017	Springer
10.1007/s00167-017-4442-9	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2017	Springer
10.1007/s00167-017-4517-7	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2017	Springer
10.1007/s00167-017-4521-y	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2017	Springer
10.1007/s00167-017-4528-4	umu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2017	Springer
10.1007/s00170-017-0214-4	cth	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2017	Springer
10.1007/s00191-017-0491-y	lu	Journal of Evolutionary Economics	Economics	0936-9937	1432-1386	2017	Springer
10.1007/s00198-017-3981-8	gu	Osteoporosis International	Medicine & Public Health	0937-941X	1433-2965	2017	Springer
10.1007/s00198-017-4004-5	mau	Osteoporosis International	Medicine & Public Health	0937-941X	1433-2965	2017	Springer
10.1007/s00209-017-1877-0	liu	Mathematische Zeitschrift	Mathematics	0025-5874	1432-1823	2017	Springer
10.1007/s00216-017-0284-z	ki	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2017	Springer
10.1007/s00223-017-0259-2	liu	Calcified Tissue International	Life Sciences	0171-967X	1432-0827	2017	Springer
10.1007/s00226-017-0896-7	cth	Wood Science and Technology	Life Sciences	0043-7719	1432-5225	2017	Springer
10.1007/s00228-017-2218-2	umu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s00228-017-2236-0	ki	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s00233-017-9866-5	uu	Semigroup Forum	Mathematics	0037-1912	1432-2137	2017	Springer
10.1007/s00246-017-1593-x	lu	Pediatric Cardiology	Medicine & Public Health	0172-0643	1432-1971	2017	Springer
10.1007/s00253-017-8211-y	lu	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2017	Springer
10.1007/s00259-017-3650-3	uu	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2017	Springer
10.1007/s00259-017-3678-4	lu	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2017	Springer
10.1007/s00268-017-3935-5	oru	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s00268-017-3961-3	ki	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s00268-017-3987-6	gu	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s00268-017-4000-0	lu	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s00340-017-6681-3	lu	Applied Physics B	Physics	0946-2171	1432-0649	2017	Springer
10.1007/s00359-017-1165-9	lu	Journal of Comparative Physiology A	Life Sciences	0340-7594	1432-1351	2017	Springer
10.1007/s00396-017-4052-6	lu	Colloid and Polymer Science	Chemistry	0303-402X	1435-1536	2017	Springer
10.1007/s00405-017-4510-2	uu	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2017	Springer
10.1007/s00405-017-4526-7	gu	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2017	Springer
10.1007/s00406-017-0778-x	lu	European Archives of Psychiatry and Clinical Neuroscience	Medicine & Public Health	0940-1334	1433-8491	2017	Springer
10.1007/s00420-017-1209-z	lu	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2017	Springer
10.1007/s00420-017-1216-0	gu	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2017	Springer
10.1007/s00424-017-1967-1	ki	PflXXXgers Archiv - European Journal of Physiology	Biomedicine	0031-6768	1432-2013	2017	Springer
10.1007/s00429-017-1402-6	umu	Brain Structure and Function	Biomedicine	1863-2653	1863-2661	2017	Springer
10.1007/s00432-017-2365-y	uu	Journal of Cancer Research and Clinical Oncology	Medicine & Public Health	0171-5216	1432-1335	2017	Springer
10.1007/s00436-017-5413-2	gu	Parasitology Research	Biomedicine	0932-0113	1432-1955	2017	Springer
10.1007/s00441-017-2587-y	lu	Cell and Tissue Research	Biomedicine	0302-766X	1432-0878	2017	Springer
10.1007/s00442-017-3829-0	gu	Oecologia	Life Sciences	0029-8549	1432-1939	2017	Springer
10.1007/s00484-017-1329-x	lu	International Journal of Biometeorology	Environment	0020-7128	1432-1254	2017	Springer
10.1007/s00607-017-0552-y	kau	Computing	Computer Science	0010-485X	1436-5057	2017	Springer
10.1007/s00701-017-3139-7	uu	Acta Neurochirurgica	Medicine & Public Health	0001-6268	0942-0940	2017	Springer
10.1007/s00780-017-0327-5	hhs	Finance and Stochastics	Mathematics	0949-2984	1432-1122	2017	Springer
10.1007/s00787-017-0983-1	ki	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2017	Springer
10.1007/s10067-017-3591-z	uu	Clinical Rheumatology	Medicine & Public Health	0770-3198	1434-9949	2017	Springer
10.1007/s10096-017-2966-z	oru	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2017	Springer
10.1007/s10212-017-0331-3	gu	European Journal of Psychology of Education	Education	0256-2928	1878-5174	2017	Springer
10.1007/s10231-017-0650-7	uu	Annali di Matematica Pura ed Applicata (1923 -)	Mathematics	0373-3114	1618-1891	2017	Springer
10.1007/s10237-017-0891-9	uu	Biomechanics and Modeling in Mechanobiology	Engineering	1617-7959	1617-7940	2017	Springer
10.1007/s10337-017-3298-y	kau	Chromatographia	Chemistry	0009-5893	1612-1112	2017	Springer
10.1007/s10339-017-0799-4	su	Cognitive Processing	Biomedicine	1612-4782	1612-4790	2017	Springer
10.1007/s10344-017-1091-8	su	European Journal of Wildlife Research	Life Sciences	1612-4642	1439-0574	2017	Springer
10.1007/s10472-017-9539-9	su	Annals of Mathematics and Artificial Intelligence	Computer Science	1012-2443	1573-7470	2017	Springer
10.1007/s10533-017-0327-8	umu	Biogeochemistry	Earth Sciences	0168-2563	1573-515X	2017	Springer
10.1007/s10543-017-0653-1	gu	BIT Numerical Mathematics	Mathematics	0006-3835	1572-9125	2017	Springer
10.1007/s10566-017-9395-0	liu	Child & Youth Care Forum	Psychology	1053-1890	1573-3319	2017	Springer
10.1007/s10570-017-1272-3	lu	Cellulose	Chemistry	0969-0239	1572-882X	2017	Springer
10.1007/s10612-017-9358-7	slu	Critical Criminology	Criminology and Criminal Justice	1205-8629	1572-9877	2017	Springer
10.1007/s10639-017-9590-5	umu	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2017	Springer
10.1007/s10646-017-1787-2	slu	Ecotoxicology	Environment	0963-9292	1573-3017	2017	Springer
10.1007/s10661-017-5872-z	umu	Environmental Monitoring and Assessment	Environment	0167-6369	1573-2959	2017	Springer
10.1007/s10661-017-5889-3	kth	Environmental Monitoring and Assessment	Environment	0167-6369	1573-2959	2017	Springer
10.1007/s10664-017-9508-2	gu	Empirical Software Engineering	Computer Science	1382-3256	1573-7616	2017	Springer
10.1007/s10680-017-9419-3	su	European Journal of Population	Social Sciences	0168-6577	1572-9885	2017	Springer
10.1007/s10701-017-0078-3	su	Foundations of Physics	Physics	0015-9018	1572-9516	2017	Springer
10.1007/s10763-017-9811-9	gu	International Journal of Science and Mathematics Education	Education	1571-0068	1573-1774	2017	Springer
10.1007/s10784-017-9355-z	lu	"International Environmental Agreements: Politics, Law and Economics"	Environment	1567-9764	1573-1553	2017	Springer
10.1007/s10856-017-5872-0	gu	Journal of Materials Science: Materials in Medicine	Materials Science	0957-4530	1573-4838	2017	Springer
10.1007/s10899-017-9676-4	su	Journal of Gambling Studies	Medicine & Public Health		1573-3602	2017	Springer
10.1007/s10910-017-0743-y	ki	Journal of Mathematical Chemistry	Chemistry	0259-9791	1572-8897	2017	Springer
10.1007/s10943-017-0383-3	hig	Journal of Religion and Health	Medicine & Public Health	0022-4197	1573-6571	2017	Springer
10.1007/s10959-017-0743-7	cth	Journal of Theoretical Probability	Mathematics	0894-9840	1572-9230	2017	Springer
10.1007/s10973-017-6280-x	su	Journal of Thermal Analysis and Calorimetry	Chemistry	1388-6150	1588-2926	2017	Springer
10.1007/s11085-017-9763-z	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s11085-017-9765-x	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s11126-017-9509-8	hk	Psychiatric Quarterly	Medicine & Public Health	0033-2720	1573-6709	2017	Springer
10.1007/s11135-017-0493-8	su	Quality & Quantity	Social Sciences	0033-5177	1573-7845	2017	Springer
10.1007/s11159-017-9631-8	umu	International Review of Education	Education	0020-8566	1573-0638	2017	Springer
10.1007/s11219-017-9360-z	bth	Software Quality Journal	Computer Science	0963-9314	1573-1367	2017	Springer
10.1007/s11227-017-1994-x	lnu	The Journal of Supercomputing	Computer Science	0920-8542	1573-0484	2017	Springer
10.1007/s11239-017-1491-3	lu	Journal of Thrombosis and Thrombolysis	Medicine & Public Health	0929-5305	1573-742X	2017	Springer
10.1007/s11252-017-0658-1	slu	Urban Ecosystems	Life Sciences	1083-8155	1573-1642	2017	Springer
10.1007/s11259-017-9686-9	slu	Veterinary Research Communications	Life Sciences	0165-7380	1573-7446	2017	Springer
10.1007/s11269-017-1590-0	lu	Water Resources Management	Earth Sciences	0920-4741	1573-1650	2017	Springer
10.1007/s11356-017-8599-z	liu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s11367-017-1298-7	slu	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2017	Springer
10.1007/s11406-017-9812-5	kth	Philosophia	Philosophy	0048-3893	1574-9274	2017	Springer
10.1007/s11422-016-9782-0	uu	Cultural Studies of Science Education	Education	1871-1502	1871-1510	2017	Springer
10.1007/s11422-016-9787-8	su	Cultural Studies of Science Education	Education	1871-1502	1871-1510	2017	Springer
10.1007/s11572-017-9415-z	gu	Criminal Law and Philosophy	Law	1871-9791	1871-9805	2017	Springer
10.1007/s11605-017-3389-y	ki	Journal of Gastrointestinal Surgery	Medicine & Public Health	1091-255X	1873-4626	2017	Springer
10.1007/s11664-017-5447-3	kth	Journal of Electronic Materials	Materials Science	0361-5235	1543-186X	2017	Springer
10.1007/s11673-017-9782-0	liu	Journal of Bioethical Inquiry	Medicine & Public Health	1176-7529	1872-4353	2017	Springer
10.1007/s11682-017-9706-y	liu	Brain Imaging and Behavior	Biomedicine	1931-7557	1931-7565	2017	Springer
10.1007/s11695-017-2642-5	lu	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s11784-017-0417-1	lu	Journal of Fixed Point Theory and Applications	Mathematics	1661-7738	1661-7746	2017	Springer
10.1007/s11886-017-0840-3	uu	Current Cardiology Reports	Medicine & Public Health	1523-3782	1534-3170	2017	Springer
10.1007/s11998-017-9920-y	kth	Journal of Coatings Technology and Research	Materials Science	1547-0091	1935-3804	2017	Springer
10.1007/s12032-017-0912-7	liu	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2017	Springer
10.1007/s12035-017-0461-2	lu	Molecular Neurobiology	Biomedicine	0893-7648	1559-1182	2017	Springer
10.1007/s12116-017-9235-0	lu	Studies in Comparative International Development	Social Sciences	0039-3606	1936-6167	2017	Springer
